"OBJECTID..","Shape..","TARGET_FID","soil_mu","SSURGO_dat","MLRA","LRU","Subres_are","ecosite1","ecosite2","ecosite3","esite","esite_alt","esite_alt2","state_code","State1","State2","State3","DomVeg","dom1","dom2","dom3","dom4","hist_state","grass_dur","ration","ration_dat","remarks","veri_esite","veri_state","esite_veri","state_veri","esite_corr","state_corr","date_chang","agency","person","corr_type","corr_reaso","chng_reaso","old_esite","old_state","old_remark","LU","Shape_Length","Shape_Area","FGString","Dom1FG","Dom2FG","Dom3FG","State1Char","State2Char","State3Char"
7923,"Polygon","2638","47","NM690","42X","42.2","SD-2","Deep sand","Sandy","Shallow sandy","Drainage","Draw","Sandy",657,6,5,7,"NA,NA,NA",NA,NA,NA,NA,"600","<Null>","photo interpretation","<Null>","incised; Calcareous sandy","no","no","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","600","<Null>","0",2160.90067,90611.27949,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated","Bare/Annuals"
7586,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Loamy","Draw","Sandy",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",475.959289,8525.206339,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7587,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",782.389171,17615.8883,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7588,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Bottomland",417,4,1,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",1817.587286,24384.62513,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Grassland","Bare/Annuals"
7852,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",328.881818,3763.575951,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7938,"Polygon","2766","915","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Sandy","Hills","Gravelly",426,4,2,6,"NA,NA,NA",NA,NA,NA,NA,"300","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","3/25/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","300","<Null>","0",490.199433,3014.337472,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Shrubland"
7939,"Polygon","2766","915","NM690","42X","42.2","SD-2","Limestone hills","No ecosite"," ","Hills","Sandy","Gravelly",652,6,5,2,"NA,NA,NA",NA,NA,NA,NA,"300","<Null>","photo interpretation","<Null>","<Null>","no","no","<Null>","<Null>","<Null>","<Null>","3/25/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","300","<Null>","0",319.223672,5324.063871,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated","AlteredGrassland/Savanna"
7941,"Polygon","1689","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",726,7,2,6,"NA,NA,NA",NA,NA,NA,NA,"700","<Null>","photo interpretation"," ","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB"," "," "," "," ","700"," ","0",214.192231,1513.273441,"NA,NA,NA",NA,NA,NA,"Bare/Annuals","AlteredGrassland/Savanna","Shrubland"
7942,"Polygon","1689","DR","NM690","42X","42.2","SD-2","Sandy","Loamy","Deep sand","Loamy","Draw","Sandy",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"700","<Null>","photo interpretation"," ","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB"," "," "," "," ","700"," ","0",2538.384283,56384.20516,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7361,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",724,7,2,4,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",622.050556,11528.58597,"NA,NA,NA",NA,NA,NA,"Bare/Annuals","AlteredGrassland/Savanna","ShrubInvadedGrassland"
7365,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",274,2,7,4,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",2455.507777,40722.93104,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","Bare/Annuals","ShrubInvadedGrassland"
7367,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Sandy",627,6,2,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",2677.5936,61095.05476,"NA,NA,NA",NA,NA,NA,"Shrubland","AlteredGrassland/Savanna","Bare/Annuals"
7368,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Sandy",247,2,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",433.025728,5308.29632,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Bare/Annuals"
7375,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Loamy","Draw","Sandy",640,6,4,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",220.336002,2895.468781,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland",NA
7407,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Gravelly",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",260.897896,1710.999015,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7506,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Sandy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","existing point inventory data","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",160.173723,1057.815959,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7754,"Polygon","2545","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Loamy","Gravelly","Sandy",460,4,6,0,"NA,NA,NA",NA,NA,NA,NA,"600","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","600","<Null>","0",187.305041,1042.775445,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","Shrubland",NA
7861,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",2697.305966,61718.11908,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7862,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",389.354331,6500.195701,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7864,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",1171.227185,17368.31511,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7763,"Polygon","2545","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Sandy","Loamy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"600","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","600","<Null>","0",18174.59771,394959.7121,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7867,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",890.887722,17277.58409,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7873,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",393.71284,5520.085349,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7874,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",322.316038,5775.987376,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7773,"Polygon","2545","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Sandy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"600","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","600","<Null>","0",368.823479,5514.149718,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7880,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",328.964195,4161.801304,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7883,"Polygon","1994","625","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",27505.92261,500595.9607,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7884,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/24/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",464.563697,5701.446049,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7789,"Polygon","1924","47","NM690","42X","42.2","SD-2","Deep sand","Sandy","Shallow sandy","Loamy","Sandy","Gravelly",640,6,4,0,"NA,NA,NA",NA,NA,NA,NA,"600","perennial","photo interpretation","<Null>","Calcareous sandy","no","no","<Null>","<Null>","<Null>","<Null>","12/1/2020","USDA","LMB","<Null>","<Null>","<Null>","<Null>","600","<Null>","0",609.457375,12764.58534,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland",NA
7790,"Polygon","2545","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Loamy","Draw","Sandy",640,6,4,0,"NA,NA,NA",NA,NA,NA,NA,"600","<Null>","photo interpretation","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/23/2021","USDA","LMB","<Null>","<Null>","<Null>","<Null>","600","<Null>","0",230.783056,2296.446387,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland",NA
7371,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Loamy","Draw","Sandy",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",483.427274,6938.856808,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7372,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Sandy",276,2,7,6,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",3034.456555,94777.27666,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","Bare/Annuals","Shrubland"
7378,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",427,4,2,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",4925.052638,180499.7074,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
7379,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Drainage","Loamy",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",419.3607,7054.965647,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7380,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",276,2,7,6,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",42086.78595,799131.8404,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","Bare/Annuals","Shrubland"
7495,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Loamy","Draw","Gravelly",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",1220.073005,20229.88175,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7496,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Bottomland",247,2,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",4889.213958,152192.5268,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Bare/Annuals"
7507,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Sandy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","existing point inventory data","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","8/10/2020","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",673.083683,6492.694636,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7392,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",427,4,2,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",1959.438239,60596.34014,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
7402,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","<Null>",726,7,2,6,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",4350.848963,85973.92671,"NA,NA,NA",NA,NA,NA,"Bare/Annuals","AlteredGrassland/Savanna","Shrubland"
7408,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Bottomland","Loamy",427,4,2,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",33061.3955,1379113.693,"NA,NA,NA",NA,NA,NA,"ShrubInvadedGrassland","AlteredGrassland/Savanna","Bare/Annuals"
7410,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Draw",560,5,6,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",1010.171602,10379.228,"NA,NA,NA",NA,NA,NA,"ShrubDominated","Shrubland",NA
7411,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Gravelly","Loamy","Sandy",650,6,5,0,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",277.599195,1443.156762,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubDominated",NA
7412,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",276.437043,4574.194051,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7413,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",436.156885,9436.429202,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7497,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Bottomland",247,2,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/18/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",5343.576387,183840.9027,"NA,NA,NA",NA,NA,NA,"AlteredGrassland/Savanna","ShrubInvadedGrassland","Bare/Annuals"
7414,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",673.241632,20186.53919,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7415,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",516.873171,14775.5101,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7416,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",197.009403,2606.735237,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7417,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",254.154807,3348.163941,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7418,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",272.335298,5583.065341,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7419,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",505.818346,13111.4239,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
7420,"Polygon","1994","386","NM690","42X","42.2","SD-2","Bottomland","Limy","Salt Flats","Draw","Loamy","Drainage",647,6,4,7,"NA,NA,NA",NA,NA,NA,NA,"147","<Null>","<Null>","<Null>","<Null>","yes","yes","<Null>","<Null>","<Null>","<Null>","3/10/2021","USDA","LMB","ecosite","<Null>","<Null>","<Null>","147","<Null>","0",410.216373,5994.029884,"NA,NA,NA",NA,NA,NA,"Shrubland","ShrubInvadedGrassland","Bare/Annuals"
