OBJECTID *,Shape *,TARGET_FID,soil_mu,SSURGO_dat,MLRA,LRU,Subres_are,ecosite1,ecosite2,ecosite3,esite,esite_alt,esite_alt2,state_code,dom1,dom2,dom3,dom4,hist_state,grass_dur,ration,ration_dat,remarks,veri_esite,veri_state,esite_veri,state_veri,esite_corr,state_corr,date_chang,agency,person,corr_type,corr_reaso,chng_reaso,old_esite,old_state,old_remark,LU,Shape_Length,Shape_Area
7130,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,183.48073,1138.620083
7131,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,321.102297,1953.34504
7132,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,164.154367,1531.045266
7134,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Gravelly,Loamy,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/16/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1401.200039,14449.19411
7137,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1178.2851,23673.50547
7140,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Bottomland,Loamy,467,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,194.131055,1692.118431
7141,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Loamy,Sandy,467,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,3104.222231,62067.84973
7142,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Loamy,Gravelly,Draw,467,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,1264.879284,26908.36747
7143,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Loamy,Gravelly,Draw,467,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,8/7/2020,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,764.518675,12804.5572
6743,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Drainage,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,2348.544499,50938.76183
6745,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Loamy,Gravelly,Draw,460,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,163.905383,1152.003018
6746,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Gravelly,Loamy,<Null>,650,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,383.920792,2291.994829
6748,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Loamy,Draw,Gravelly,426,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,157.052791,1411.466255
6749,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,595.230739,7985.263555
6750,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Loamy,Gravelly,Sandy,460,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,476.834268,7852.542182
6751,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Gravelly,Loamy,640,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,846.747719,12274.30452
6752,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,274.459381,2882.137976
6753,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,871.721749,12033.86189
6755,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy,Sandy,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,511.594659,4998.800843
6756,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy,Draw,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,401.206975,4738.455468
6759,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Bottomland,Loamy,467,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,132.493025,891.516646
6761,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Bottomland,Loamy,467,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,366.568957,3176.125467
6762,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,819.094062,6384.073233
6763,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,or Sandy,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,630.487653,5789.049461
6764,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Loamy,Gravelly,Sandy,460,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,284.313569,4754.321189
7152,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/16/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,1306.869879,30158.53711
7167,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/16/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,409.076728,5588.54342
7168,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Drainage,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,existing point inventory data,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/16/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,860.859862,10028.42049
7221,Polygon,2560,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Loamy, ,467,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,121.64724,907.880498
7324,Polygon,2868,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Draw,Sandy,640,<Null>,,<Null>, ,700,<Null>,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/18/2021,USDA,LMB, , , , ,700, ,0,395.578744,3738.325918
7325,Polygon,2868,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Draw,Sandy,467,<Null>,,<Null>, ,700,perennial,existing point inventory data, ,Traverse points,yes,yes,<Null>,<Null>,<Null>,<Null>,8/28/2019,USDA,LMB, , , , ,700, ,0,1053.287233,18880.24349
7326,Polygon,2868,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Loamy,Draw,Sandy,647,<Null>,,<Null>, ,700,perennial,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/18/2021,USDA,LMB, , , , ,700, ,0,1475.989078,36085.20353
7327,Polygon,2868,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Draw,Loamy,Sandy,467,<Null>,,<Null>, ,700,<Null>,photo interpretation, ,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/18/2021,USDA,LMB, , , , ,700, ,0,3587.379146,94508.73952
7328,Polygon,2868,DR,NM690,42X,42.2,SD-2,Sandy,Loamy,Deep sand,Draw,Loamy,Sandy,467,<Null>,,<Null>, ,700,perennial,existing point inventory data, ,Traverse points,yes,yes,<Null>,<Null>,<Null>,<Null>,8/28/2019,USDA,LMB, , , , ,700, ,0,549.105369,10332.12121
6765,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,464.405316,6149.844448
6766,Polygon,1933,625,NM690,42X,42.2,SD-2,Loamy, , ,Draw,Bottomland,Loamy,467,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/16/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1757.631106,26423.19851
6767,Polygon,2642,625,NM690,42X,42.2,SD-2,Loamy, , ,Loamy,Gravelly,Draw,246,<Null>,<Null>,<Null>,<Null>,200,<Null>,photo interpretation,<Null>,chaining/plowed,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,200,<Null>,0,1697.845062,20074.96046
7153,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Gravelly,Loamy,Draw,650,<Null>,<Null>,<Null>,<Null>,147,<Null>,existing point inventory data,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/16/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,723.53126,10508.57365
7154,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/16/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,1092.1973,25097.38014
7155,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/16/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,986.944661,18415.17683
6772,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,875.912533,26223.73391
6773,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,415.590603,4194.970262
6774,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,3262.083639,142514.5022
6775,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,888.424951,31211.97376
6776,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,855.144222,24578.86036
6777,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,2342.44314,74954.99316
6778,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,372.667806,3635.792231
6779,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,214.996104,1908.658451
6780,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,897.41833,28100.16064
6781,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1205.632461,32215.68956
6782,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,91.37276,361.275098
6783,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,842.545846,31838.35729
6784,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,251.304882,3994.088235
6785,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,473.916402,9162.527471
6786,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,1921.705596,113235.1389
6788,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,9399.476391,366277.1434
6789,Polygon,2641,625,NM690,42X,42.2,SD-2,Loamy, , ,Gravelly,Loamy, ,650,<Null>,<Null>,<Null>,<Null>,400,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,400,<Null>,0,414.960282,6879.098646
6792,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Bottomland,Loamy,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/17/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,811.346258,12839.06624
6794,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,667.750017,4437.784623
6796,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Gravelly,Limestone hills,Loamy,563,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,206.037027,733.00682
6797,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Drainage,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,695.818701,14666.23621
6798,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Gravelly,Loamy,<Null>,560,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,479.769082,2304.944259
6799,Polygon,1994,386,NM690,42X,42.2,SD-2,Bottomland,Limy,Salt Flats,Draw,Loamy,Gravelly,647,<Null>,<Null>,<Null>,<Null>,147,<Null>,photo interpretation,<Null>,<Null>,yes,yes,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,ecosite,<Null>,<Null>,<Null>,147,<Null>,0,698.383078,6008.60828
6801,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,129.055224,779.548774
6802,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,292.827602,1592.937412
6803,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,327.337024,2397.645119
6804,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,206.489904,1421.440099
6805,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,169.213779,951.447743
6806,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,259.499062,2946.967834
6807,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,101.373042,293.695494
6808,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Bottomland,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,3/15/2021,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,427.005204,2580.691116
6809,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,476.679042,3747.019913
6810,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,805.979316,7354.942666
6811,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,1007.474638,9028.151416
6812,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,143.478522,1131.592621
6813,Polygon,1962,383,NM690,42X,42.2,SD-2,Gravelly,No ecosite, ,Draw,Drainage,Loamy,467,<Null>,<Null>,<Null>,<Null>,500,<Null>,photo interpretation,<Null>,<Null>,no,no,<Null>,<Null>,<Null>,<Null>,8/10/2020,USDA,LMB,<Null>,<Null>,<Null>,<Null>,500,<Null>,0,812.043764,7183.571623
